id_cliente,recencia,frequencia,monetario,nome_cliente,R_score,F_score,M_score,segmento
CLIENTE-126,12,9,38802.33,Maria Júlia Rezende,4,4,5,Campeão
CLIENTE-126,12,9,38802.33,Sr. Joaquim Andrade,4,4,5,Campeão
CLIENTE-126,12,9,38802.33,Diogo Souza,4,4,5,Campeão
CLIENTE-126,12,9,38802.33,Kaique Cassiano,4,4,5,Campeão
CLIENTE-127,8,6,17926.82,Sra. Ísis Peixoto,5,2,2,Novo
CLIENTE-127,8,6,17926.82,Ryan Câmara,5,2,2,Novo
CLIENTE-127,8,6,17926.82,Sr. Matteo Caldeira,5,2,2,Novo
CLIENTE-127,8,6,17926.82,Ana Vitória Câmara,5,2,2,Novo
CLIENTE-127,8,6,17926.82,Yan Monteiro,5,2,2,Novo
CLIENTE-127,8,6,17926.82,Luigi Rocha,5,2,2,Novo
CLIENTE-128,34,7,25938.3,Natália Moura,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Josué Borges,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Caleb Fernandes,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Srta. Mariana Pereira,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Guilherme Almeida,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Henry Gabriel Viana,3,3,4,Leal
CLIENTE-128,34,7,25938.3,Maria Fernanda da Conceição,3,3,4,Leal
CLIENTE-129,72,10,26778.47,Luna da Conceição,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Enzo Gabriel Novais,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Otávio da Costa,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Gabriela Siqueira,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Joaquim Farias,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Dr. Caleb Vieira,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Srta. Lorena Abreu,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Sofia Pacheco,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Anthony Barbosa,2,5,4,Em risco
CLIENTE-129,72,10,26778.47,Ana Liz Rocha,2,5,4,Em risco
CLIENTE-130,149,7,14570.52,Eloá da Rocha,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Alana Fonseca,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Gustavo Fernandes,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Benício Aparecida,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Allana Ramos,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Clara Leão,1,3,2,Em risco
CLIENTE-130,149,7,14570.52,Emanuella Pacheco,1,3,2,Em risco
CLIENTE-131,71,5,16293.36,Gustavo Henrique Fonseca,2,1,2,Perdido
CLIENTE-131,71,5,16293.36,Stella da Cunha,2,1,2,Perdido
CLIENTE-131,71,5,16293.36,Ravi Lucca Cardoso,2,1,2,Perdido
CLIENTE-131,71,5,16293.36,Srta. Ana Vitória Pacheco,2,1,2,Perdido
CLIENTE-131,71,5,16293.36,Dra. Mirella da Costa,2,1,2,Perdido
CLIENTE-132,73,9,31484.559999999998,Mariane Pereira,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Dra. Emilly Castro,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Renan Cunha,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Isabel Rezende,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,João Vitor Pereira,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Ana Sophia Ferreira,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Ryan Rios,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Francisco da Mota,2,4,5,Em risco
CLIENTE-132,73,9,31484.559999999998,Maria Eduarda Ribeiro,2,4,5,Em risco
CLIENTE-133,227,3,10704.490000000002,Dr. Joaquim Fonseca,1,1,1,Perdido
CLIENTE-133,227,3,10704.490000000002,Aylla Cavalcanti,1,1,1,Perdido
CLIENTE-133,227,3,10704.490000000002,Isaque Araújo,1,1,1,Perdido
CLIENTE-134,142,3,10372.63,Bruna Camargo,1,1,1,Perdido
CLIENTE-134,142,3,10372.63,Eloah Cavalcante,1,1,1,Perdido
CLIENTE-134,142,3,10372.63,Matheus Mendes,1,1,1,Perdido
CLIENTE-135,58,3,15078.109999999999,Yuri da Rosa,2,1,2,Perdido
CLIENTE-135,58,3,15078.109999999999,Isadora Rezende,2,1,2,Perdido
CLIENTE-135,58,3,15078.109999999999,Miguel Vieira,2,1,2,Perdido
CLIENTE-136,105,5,13191.65,Sr. Benjamim Alves,1,1,2,Perdido
CLIENTE-136,105,5,13191.65,Valentina Lopes,1,1,2,Perdido
CLIENTE-136,105,5,13191.65,Olivia Marques,1,1,2,Perdido
CLIENTE-136,105,5,13191.65,Bárbara Garcia,1,1,2,Perdido
CLIENTE-136,105,5,13191.65,José da Cunha,1,1,2,Perdido
CLIENTE-137,159,4,16498.25,Isabel Pacheco,1,1,2,Perdido
CLIENTE-137,159,4,16498.25,Dr. Luiz Gustavo Carvalho,1,1,2,Perdido
CLIENTE-137,159,4,16498.25,Isis Duarte,1,1,2,Perdido
CLIENTE-137,159,4,16498.25,Fernanda Camargo,1,1,2,Perdido
CLIENTE-138,52,8,27895.62,Anthony Gabriel Cirino,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Ísis Albuquerque,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Pedro Ribeiro,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Vitor da Mota,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Luiz Felipe Sá,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Dra. Heloísa Cassiano,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Sr. Henrique da Paz,2,3,4,Em risco
CLIENTE-138,52,8,27895.62,Dra. Lunna Cassiano,2,3,4,Em risco
CLIENTE-139,56,7,21563.86,Lucas Gabriel Pires,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Lucas Gabriel Lopes,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Antônio Araújo,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Felipe da Mota,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Luna Melo,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Maria Laura Sousa,2,3,3,Em risco
CLIENTE-139,56,7,21563.86,Stephany Correia,2,3,3,Em risco
CLIENTE-140,3,7,22021.93,Melina Moreira,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Luiz Otávio Martins,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Allana Rodrigues,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Clarice Barros,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Dra. Aylla Duarte,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Anna Liz Pastor,5,3,3,Leal
CLIENTE-140,3,7,22021.93,Mariah Barbosa,5,3,3,Leal
CLIENTE-141,164,7,13561.4,Gabriel Ramos,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Pedro Lucas Vargas,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Mariane Rocha,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Valentim Barros,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Eloah Carvalho,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Anthony Gabriel Lopes,1,3,2,Em risco
CLIENTE-141,164,7,13561.4,Sra. Cecilia Cirino,1,3,2,Em risco
CLIENTE-142,29,5,10186.16,Noah Cunha,3,1,1,Potencial
CLIENTE-142,29,5,10186.16,Lucas Gabriel Leão,3,1,1,Potencial
CLIENTE-142,29,5,10186.16,Ana Lívia Campos,3,1,1,Potencial
CLIENTE-142,29,5,10186.16,João Vitor Pimenta,3,1,1,Potencial
CLIENTE-142,29,5,10186.16,Julia da Conceição,3,1,1,Potencial
CLIENTE-143,10,9,22839.55,Maria Clara Carvalho,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Stephany Mendes,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Rafael Macedo,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Mirella da Mata,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Cliente não informado,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Davi Lucas da Costa,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Sra. Hadassa Duarte,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Raul Carvalho,5,4,4,Campeão
CLIENTE-143,10,9,22839.55,Paulo Pimenta,5,4,4,Campeão
CLIENTE-144,41,5,21524.03,Antony Pereira,3,1,3,Potencial
CLIENTE-144,41,5,21524.03,Sra. Maria Helena Barbosa,3,1,3,Potencial
CLIENTE-144,41,5,21524.03,Thiago Dias,3,1,3,Potencial
CLIENTE-144,41,5,21524.03,Maria Flor Gomes,3,1,3,Potencial
CLIENTE-144,41,5,21524.03,Sra. Sophie Dias,3,1,3,Potencial
CLIENTE-145,35,5,15430.420000000002,Rhavi Oliveira,3,1,2,Potencial
CLIENTE-145,35,5,15430.420000000002,Rhavi Brito,3,1,2,Potencial
CLIENTE-145,35,5,15430.420000000002,Mirella Souza,3,1,2,Potencial
CLIENTE-145,35,5,15430.420000000002,Arthur Gabriel Leão,3,1,2,Potencial
CLIENTE-145,35,5,15430.420000000002,Alana Guerra,3,1,2,Potencial
CLIENTE-146,23,11,28650.35,Maria Laura Novais,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Théo Casa Grande,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,João Pimenta,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Dr. Matheus Moura,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Arthur Miguel Carvalho,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Olívia Mendonça,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Thomas Ferreira,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Henry Gabriel Fogaça,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Cecilia da Cunha,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Leandro Santos,4,5,4,Campeão
CLIENTE-146,23,11,28650.35,Rafaela Marques,4,5,4,Campeão
CLIENTE-147,280,2,5692.13,Dra. Emanuelly Garcia,1,1,1,Perdido
CLIENTE-147,280,2,5692.13,Davi Lucas Marques,1,1,1,Perdido
CLIENTE-148,56,6,9395.11,Eduarda da Mata,2,2,1,Perdido
CLIENTE-148,56,6,9395.11,Noah Garcia,2,2,1,Perdido
CLIENTE-148,56,6,9395.11,Lívia Moura,2,2,1,Perdido
CLIENTE-148,56,6,9395.11,Rafael Viana,2,2,1,Perdido
CLIENTE-148,56,6,9395.11,Dra. Eloá Campos,2,2,1,Perdido
CLIENTE-148,56,6,9395.11,Dr. Heitor Fogaça,2,2,1,Perdido
CLIENTE-149,90,5,17049.85,Sofia Garcia,1,1,2,Perdido
CLIENTE-149,90,5,17049.85,Emilly Viana,1,1,2,Perdido
CLIENTE-149,90,5,17049.85,Ana Beatriz Lima,1,1,2,Perdido
CLIENTE-149,90,5,17049.85,João Gabriel Albuquerque,1,1,2,Perdido
CLIENTE-149,90,5,17049.85,Bernardo Ferreira,1,1,2,Perdido
CLIENTE-150,23,3,7662.89,Ana Júlia Câmara,4,1,1,Novo
CLIENTE-150,23,3,7662.89,Bárbara Correia,4,1,1,Novo
CLIENTE-150,23,3,7662.89,Davi Luiz Andrade,4,1,1,Novo
CLIENTE-151,58,6,23038.12,Ana Clara Rezende,2,2,4,Perdido
CLIENTE-151,58,6,23038.12,Paulo Moraes,2,2,4,Perdido
CLIENTE-151,58,6,23038.12,Sr. Kaique Martins,2,2,4,Perdido
CLIENTE-151,58,6,23038.12,Luiz Henrique Souza,2,2,4,Perdido
CLIENTE-151,58,6,23038.12,Letícia Machado,2,2,4,Perdido
CLIENTE-151,58,6,23038.12,Lucca Souza,2,2,4,Perdido
CLIENTE-152,43,7,18048.17,Rafaela Ribeiro,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Cecilia Sousa,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Ana Cavalcanti,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Olívia da Mata,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Sr. Théo Dias,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Sra. Nina Cavalcante,3,3,3,Leal
CLIENTE-152,43,7,18048.17,Ana Sophia Machado,3,3,3,Leal
CLIENTE-153,23,5,14771.67,Ana Liz Camargo,4,1,2,Novo
CLIENTE-153,23,5,14771.67,João Albuquerque,4,1,2,Novo
CLIENTE-153,23,5,14771.67,Lívia Marques,4,1,2,Novo
CLIENTE-153,23,5,14771.67,Anthony Casa Grande,4,1,2,Novo
CLIENTE-153,23,5,14771.67,Sophia Cardoso,4,1,2,Novo
CLIENTE-154,21,5,13049.2,Pedro Miguel Câmara,4,1,1,Novo
CLIENTE-154,21,5,13049.2,Aylla Macedo,4,1,1,Novo
CLIENTE-154,21,5,13049.2,Sr. Benício Novais,4,1,1,Novo
CLIENTE-154,21,5,13049.2,Isabel Pastor,4,1,1,Novo
CLIENTE-154,21,5,13049.2,Clarice Sales,4,1,1,Novo
CLIENTE-155,84,9,20793.93,Sra. Juliana Lima,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Maria Liz Pires,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Davi Luiz Melo,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Sophia Duarte,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Alícia da Cruz,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Camila Gonçalves,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Ravy Ramos,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Alana Fernandes,1,4,3,Em risco
CLIENTE-155,84,9,20793.93,Srta. Manuella Cassiano,1,4,3,Em risco
CLIENTE-156,54,6,15882.93,Sr. Lorenzo Montenegro,2,2,2,Perdido
CLIENTE-156,54,6,15882.93,Maria Eduarda Ferreira,2,2,2,Perdido
CLIENTE-156,54,6,15882.93,Vinicius Montenegro,2,2,2,Perdido
CLIENTE-156,54,6,15882.93,Vitor Gabriel Jesus,2,2,2,Perdido
CLIENTE-156,54,6,15882.93,Lívia Gomes,2,2,2,Perdido
CLIENTE-156,54,6,15882.93,Sra. Ana Vitória Rocha,2,2,2,Perdido
CLIENTE-157,25,6,21332.1,Lucas Gabriel Lopes,3,2,3,Potencial
